transaction_id,customer_id,product_id,sales_rep_id,transaction_date,quantity,unit_price,discount_percent,gross_amount,discount_amount,net_amount,payment_method,payment_status,sales_channel,region,currency_code,exchange_rate_to_usd,order_priority
TXN-2023-02103,CUST-00641,PROD-0010,REP-0089,2024-08-09,6,999.00,0.00,5994.00,0.00,5994.00,Invoice,Completed,Direct Sales,Europe,EUR,1.0800,Medium
TXN-2023-02104,CUST-01055,PROD-0007,REP-0089,2023-11-29,1,8999.00,0.00,8999.00,0.00,8999.00,Credit Card,Completed,Online,North America,USD,1.0000,Medium
TXN-2023-02105,CUST-00324,PROD-0012,REP-0045,2024-06-13,15,1499.00,18.00,22485.00,4047.30,18437.70,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-02106,CUST-01437,PROD-0012,REP-0078,2023-09-26,4,1499.00,15.00,5996.00,899.40,5096.60,Invoice,Completed,Online,Asia-Pacific,SGD,0.7400,High
TXN-2023-02107,CUST-00677,PROD-0012,REP-0045,2024-01-04,25,1499.00,0.00,37475.00,0.00,37475.00,Credit Card,Completed,Partner,North America,CAD,0.7500,Medium
TXN-2023-02108,CUST-01019,PROD-0012,REP-0245,2024-06-14,3,1499.00,20.00,4497.00,899.40,3597.60,Credit Card,Completed,Direct Sales,North America,USD,1.0000,High
TXN-2023-02109,CUST-00658,PROD-0008,REP-0112,2024-05-22,2,2999.00,18.00,5998.00,1079.64,4918.36,Credit Card,Completed,Direct Sales,Europe,EUR,1.0800,High
TXN-2023-02110,CUST-02012,PROD-0001,REP-0156,2023-01-30,10,299.00,10.00,2990.00,299.00,2691.00,PayPal,Completed,Partner,North America,CAD,0.7500,Low
TXN-2023-02111,CUST-01323,PROD-0003,REP-0203,2024-12-25,1,599.00,10.00,599.00,59.90,539.10,Credit Card,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-02112,CUST-00932,PROD-0008,REP-0203,2023-08-21,15,2999.00,15.00,44985.00,6747.75,38237.25,Invoice,Completed,Online,Europe,EUR,1.0800,High
TXN-2023-02113,CUST-01884,PROD-0021,REP-0267,2024-02-22,2,299.00,15.00,598.00,89.70,508.30,PayPal,Completed,Online,Europe,GBP,1.2700,Low
TXN-2023-02114,CUST-01476,PROD-0009,REP-0078,2023-08-01,1,99.00,10.00,99.00,9.90,89.10,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-02115,CUST-02431,PROD-0002,REP-0134,2024-12-19,1,2999.00,18.00,2999.00,539.82,2459.18,PayPal,Pending,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-02116,CUST-01400,PROD-0018,REP-0134,2023-04-19,4,7999.00,0.00,31996.00,0.00,31996.00,Invoice,Completed,Online,Europe,GBP,1.2700,Low
TXN-2023-02117,CUST-00335,PROD-0007,REP-0203,2023-07-08,25,8999.00,20.00,224975.00,44995.00,179980.00,PayPal,Completed,Partner,North America,CAD,0.7500,High
TXN-2023-02118,CUST-01417,PROD-0007,REP-0112,2024-06-03,3,8999.00,15.00,26997.00,4049.55,22947.45,Wire Transfer,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,High
TXN-2023-02119,CUST-00152,PROD-0001,REP-0089,2023-01-22,30,299.00,15.00,8970.00,1345.50,7624.50,Invoice,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-02120,CUST-00653,PROD-0007,REP-0078,2024-02-07,15,8999.00,8.00,134985.00,10798.80,124186.20,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-02121,CUST-02078,PROD-0012,REP-0267,2024-09-08,3,1499.00,10.00,4497.00,449.70,4047.30,Wire Transfer,Completed,Partner,North America,USD,1.0000,Medium
TXN-2023-02122,CUST-01220,PROD-0003,REP-0245,2023-03-11,12,599.00,18.00,7188.00,1293.84,5894.16,PayPal,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-02123,CUST-00716,PROD-0010,REP-0245,2024-09-28,4,999.00,8.00,3996.00,319.68,3676.32,Credit Card,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-02124,CUST-00309,PROD-0012,REP-0112,2023-06-10,2,1499.00,12.00,2998.00,359.76,2638.24,Invoice,Completed,Online,Europe,EUR,1.0800,Medium
TXN-2023-02125,CUST-00711,PROD-0011,REP-0203,2024-10-09,12,199.00,12.00,2388.00,286.56,2101.44,Credit Card,Completed,Online,North America,USD,1.0000,High
TXN-2023-02126,CUST-02596,PROD-0004,REP-0156,2024-11-26,30,5999.00,0.00,179970.00,0.00,179970.00,Invoice,Completed,Partner,Asia-Pacific,AUD,0.6700,Medium
TXN-2023-02127,CUST-01310,PROD-0002,REP-0203,2024-07-04,2,2999.00,12.00,5998.00,719.76,5278.24,Credit Card,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-02128,CUST-02217,PROD-0008,REP-0289,2023-03-19,1,2999.00,0.00,2999.00,0.00,2999.00,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-02129,CUST-00362,PROD-0012,REP-0289,2024-07-09,1,1499.00,0.00,1499.00,0.00,1499.00,Credit Card,Completed,Online,North America,CAD,0.7500,Low
TXN-2023-02130,CUST-00569,PROD-0002,REP-0089,2023-06-21,2,2999.00,0.00,5998.00,0.00,5998.00,Invoice,Completed,Partner,Europe,GBP,1.2700,High
TXN-2023-02131,CUST-00605,PROD-0001,REP-0112,2024-01-18,12,299.00,15.00,3588.00,538.20,3049.80,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-02132,CUST-01441,PROD-0009,REP-0045,2024-05-27,3,99.00,10.00,297.00,29.70,267.30,Wire Transfer,Completed,Partner,Asia-Pacific,SGD,0.7400,High
TXN-2023-02133,CUST-01246,PROD-0012,REP-0089,2023-04-25,4,1499.00,8.00,5996.00,479.68,5516.32,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Low
TXN-2023-02134,CUST-01275,PROD-0004,REP-0112,2024-02-09,2,5999.00,15.00,11998.00,1799.70,10198.30,Invoice,Completed,Direct Sales,Europe,EUR,1.0800,Medium
TXN-2023-02135,CUST-02280,PROD-0008,REP-0245,2024-03-11,2,2999.00,10.00,5998.00,599.80,5398.20,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02136,CUST-01842,PROD-0002,REP-0089,2023-09-06,25,2999.00,15.00,74975.00,11246.25,63728.75,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-02137,CUST-01060,PROD-0010,REP-0112,2024-03-30,20,999.00,20.00,19980.00,3996.00,15984.00,Wire Transfer,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,High
TXN-2023-02138,CUST-01140,PROD-0009,REP-0203,2024-03-17,30,99.00,10.00,2970.00,297.00,2673.00,Wire Transfer,Completed,Partner,North America,USD,1.0000,High
TXN-2023-02139,CUST-01273,PROD-0012,REP-0089,2023-10-25,3,1499.00,10.00,4497.00,449.70,4047.30,Credit Card,Completed,Online,Europe,GBP,1.2700,High
TXN-2023-02140,CUST-01841,PROD-0018,REP-0089,2023-09-06,10,7999.00,12.00,79990.00,9598.80,70391.20,Invoice,Completed,Partner,North America,CAD,0.7500,Medium
TXN-2023-02141,CUST-01593,PROD-0011,REP-0245,2024-03-26,30,199.00,15.00,5970.00,895.50,5074.50,PayPal,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,High
TXN-2023-02142,CUST-01407,PROD-0011,REP-0134,2024-11-20,6,199.00,8.00,1194.00,95.52,1098.48,PayPal,Completed,Online,North America,CAD,0.7500,Low
TXN-2023-02143,CUST-00632,PROD-0003,REP-0134,2023-10-30,5,599.00,0.00,2995.00,0.00,2995.00,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02144,CUST-01028,PROD-0009,REP-0267,2024-10-28,8,99.00,15.00,792.00,118.80,673.20,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-02145,CUST-02565,PROD-0012,REP-0045,2023-03-30,4,1499.00,10.00,5996.00,599.60,5396.40,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-02146,CUST-00390,PROD-0010,REP-0289,2023-09-23,20,999.00,10.00,19980.00,1998.00,17982.00,PayPal,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-02147,CUST-00278,PROD-0009,REP-0089,2024-10-29,5,99.00,12.00,495.00,59.40,435.60,PayPal,Completed,Partner,Asia-Pacific,AUD,0.6700,Medium
TXN-2023-02148,CUST-01764,PROD-0015,REP-0134,2024-03-02,3,4999.00,15.00,14997.00,2249.55,12747.45,Invoice,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,High
TXN-2023-02149,CUST-01046,PROD-0010,REP-0112,2024-02-27,1,999.00,5.00,999.00,49.95,949.05,Credit Card,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-02150,CUST-02506,PROD-0015,REP-0267,2023-06-26,2,4999.00,10.00,9998.00,999.80,8998.20,Invoice,Completed,Partner,North America,USD,1.0000,Low
TXN-2023-02151,CUST-00447,PROD-0015,REP-0089,2023-03-29,3,4999.00,8.00,14997.00,1199.76,13797.24,Invoice,Completed,Partner,North America,CAD,0.7500,High
TXN-2023-02152,CUST-02064,PROD-0011,REP-0156,2024-02-13,3,199.00,20.00,597.00,119.40,477.60,Wire Transfer,Completed,Partner,North America,CAD,0.7500,Medium
TXN-2023-02153,CUST-01573,PROD-0015,REP-0089,2023-04-20,20,4999.00,10.00,99980.00,9998.00,89982.00,Wire Transfer,Completed,Online,North America,CAD,0.7500,Medium
TXN-2023-02154,CUST-01187,PROD-0015,REP-0245,2023-03-13,8,4999.00,20.00,39992.00,7998.40,31993.60,Credit Card,Completed,Partner,Europe,GBP,1.2700,Medium
TXN-2023-02155,CUST-00731,PROD-0021,REP-0289,2024-09-04,30,299.00,8.00,8970.00,717.60,8252.40,Wire Transfer,Failed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-02156,CUST-01406,PROD-0011,REP-0267,2023-12-08,25,199.00,10.00,4975.00,497.50,4477.50,Credit Card,Completed,Partner,Europe,EUR,1.0800,Medium
TXN-2023-02157,CUST-01065,PROD-0018,REP-0267,2024-09-10,10,7999.00,10.00,79990.00,7999.00,71991.00,Wire Transfer,Failed,Partner,Asia-Pacific,JPY,0.0075,High
TXN-2023-02158,CUST-00370,PROD-0004,REP-0203,2024-02-02,5,5999.00,8.00,29995.00,2399.60,27595.40,Wire Transfer,Completed,Online,North America,CAD,0.7500,High
TXN-2023-02159,CUST-01079,PROD-0018,REP-0089,2024-01-21,1,7999.00,8.00,7999.00,639.92,7359.08,PayPal,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-02160,CUST-01848,PROD-0010,REP-0112,2023-04-15,15,999.00,0.00,14985.00,0.00,14985.00,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-02161,CUST-00483,PROD-0004,REP-0045,2024-12-25,10,5999.00,10.00,59990.00,5999.00,53991.00,Wire Transfer,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,Medium
TXN-2023-02162,CUST-00256,PROD-0003,REP-0045,2024-05-17,4,599.00,18.00,2396.00,431.28,1964.72,PayPal,Completed,Partner,North America,CAD,0.7500,Low
TXN-2023-02163,CUST-01589,PROD-0018,REP-0078,2023-02-20,15,7999.00,10.00,119985.00,11998.50,107986.50,Wire Transfer,Completed,Online,North America,USD,1.0000,Low
TXN-2023-02164,CUST-02482,PROD-0002,REP-0203,2024-09-04,15,2999.00,12.00,44985.00,5398.20,39586.80,Invoice,Completed,Partner,North America,USD,1.0000,Low
TXN-2023-02165,CUST-02468,PROD-0006,REP-0134,2024-07-21,8,899.00,15.00,7192.00,1078.80,6113.20,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-02166,CUST-02037,PROD-0002,REP-0245,2023-08-17,25,2999.00,0.00,74975.00,0.00,74975.00,Invoice,Completed,Partner,Europe,GBP,1.2700,Medium
TXN-2023-02167,CUST-00769,PROD-0006,REP-0134,2024-09-15,1,899.00,12.00,899.00,107.88,791.12,Credit Card,Completed,Partner,North America,USD,1.0000,Medium
TXN-2023-02168,CUST-01163,PROD-0009,REP-0045,2024-04-21,10,99.00,10.00,990.00,99.00,891.00,Invoice,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-02169,CUST-02019,PROD-0001,REP-0156,2023-07-14,6,299.00,18.00,1794.00,322.92,1471.08,Credit Card,Completed,Online,North America,USD,1.0000,Low
TXN-2023-02170,CUST-00849,PROD-0002,REP-0245,2023-05-27,1,2999.00,0.00,2999.00,0.00,2999.00,PayPal,Completed,Direct Sales,Europe,EUR,1.0800,Medium
TXN-2023-02171,CUST-01198,PROD-0012,REP-0089,2023-07-17,25,1499.00,8.00,37475.00,2998.00,34477.00,Credit Card,Completed,Partner,North America,USD,1.0000,Medium
TXN-2023-02172,CUST-02427,PROD-0021,REP-0245,2024-09-27,1,299.00,5.00,299.00,14.95,284.05,Wire Transfer,Completed,Online,North America,USD,1.0000,Medium
TXN-2023-02173,CUST-01669,PROD-0010,REP-0289,2024-12-25,1,999.00,10.00,999.00,99.90,899.10,Wire Transfer,Completed,Online,North America,USD,1.0000,Medium
TXN-2023-02174,CUST-01897,PROD-0010,REP-0156,2024-09-12,3,999.00,20.00,2997.00,599.40,2397.60,Credit Card,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-02175,CUST-02346,PROD-0009,REP-0267,2023-09-06,3,99.00,12.00,297.00,35.64,261.36,Wire Transfer,Completed,Partner,Asia-Pacific,JPY,0.0075,Low
TXN-2023-02176,CUST-00779,PROD-0011,REP-0045,2023-12-16,25,199.00,15.00,4975.00,746.25,4228.75,Invoice,Completed,Online,North America,USD,1.0000,High
TXN-2023-02177,CUST-00658,PROD-0012,REP-0203,2023-06-28,10,1499.00,5.00,14990.00,749.50,14240.50,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02178,CUST-00971,PROD-0002,REP-0267,2023-11-02,20,2999.00,12.00,59980.00,7197.60,52782.40,Credit Card,Completed,Direct Sales,North America,USD,1.0000,Low
TXN-2023-02179,CUST-01671,PROD-0021,REP-0112,2024-05-31,12,299.00,0.00,3588.00,0.00,3588.00,PayPal,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-02180,CUST-01139,PROD-0011,REP-0045,2024-07-31,3,199.00,15.00,597.00,89.55,507.45,PayPal,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,High
TXN-2023-02181,CUST-00127,PROD-0011,REP-0134,2024-10-10,8,199.00,5.00,1592.00,79.60,1512.40,Wire Transfer,Completed,Partner,North America,CAD,0.7500,Low
TXN-2023-02182,CUST-00770,PROD-0006,REP-0078,2023-10-11,20,899.00,20.00,17980.00,3596.00,14384.00,Wire Transfer,Completed,Direct Sales,Europe,EUR,1.0800,High
TXN-2023-02183,CUST-01546,PROD-0006,REP-0112,2023-07-08,3,899.00,15.00,2697.00,404.55,2292.45,Wire Transfer,Completed,Partner,North America,USD,1.0000,Medium
TXN-2023-02184,CUST-01429,PROD-0006,REP-0245,2023-09-02,10,899.00,8.00,8990.00,719.20,8270.80,Wire Transfer,Completed,Partner,Europe,GBP,1.2700,Medium
TXN-2023-02185,CUST-00955,PROD-0010,REP-0134,2023-05-15,3,999.00,18.00,2997.00,539.46,2457.54,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Medium
TXN-2023-02186,CUST-02146,PROD-0011,REP-0089,2023-08-10,10,199.00,10.00,1990.00,199.00,1791.00,Credit Card,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-02187,CUST-00870,PROD-0021,REP-0267,2024-06-24,1,299.00,5.00,299.00,14.95,284.05,Credit Card,Completed,Direct Sales,North America,USD,1.0000,High
TXN-2023-02188,CUST-02168,PROD-0004,REP-0289,2023-09-18,20,5999.00,5.00,119980.00,5999.00,113981.00,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-02189,CUST-01470,PROD-0018,REP-0089,2023-06-02,1,7999.00,12.00,7999.00,959.88,7039.12,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02190,CUST-01950,PROD-0004,REP-0134,2024-09-27,30,5999.00,5.00,179970.00,8998.50,170971.50,Invoice,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-02191,CUST-01129,PROD-0006,REP-0045,2023-08-26,5,899.00,10.00,4495.00,449.50,4045.50,PayPal,Completed,Partner,Europe,EUR,1.0800,Medium
TXN-2023-02192,CUST-01166,PROD-0012,REP-0112,2024-12-24,4,1499.00,20.00,5996.00,1199.20,4796.80,PayPal,Completed,Direct Sales,North America,USD,1.0000,High
TXN-2023-02193,CUST-02353,PROD-0015,REP-0134,2024-01-15,8,4999.00,5.00,39992.00,1999.60,37992.40,PayPal,Completed,Online,Europe,GBP,1.2700,Medium
TXN-2023-02194,CUST-02270,PROD-0012,REP-0112,2024-04-06,6,1499.00,15.00,8994.00,1349.10,7644.90,Wire Transfer,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,High
TXN-2023-02195,CUST-01276,PROD-0003,REP-0289,2024-08-21,15,599.00,0.00,8985.00,0.00,8985.00,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02196,CUST-02547,PROD-0002,REP-0203,2024-01-01,8,2999.00,5.00,23992.00,1199.60,22792.40,Credit Card,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-02197,CUST-01392,PROD-0004,REP-0156,2023-09-03,1,5999.00,20.00,5999.00,1199.80,4799.20,Credit Card,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,High
TXN-2023-02198,CUST-01391,PROD-0015,REP-0156,2024-01-21,6,4999.00,20.00,29994.00,5998.80,23995.20,Wire Transfer,Completed,Direct Sales,Europe,EUR,1.0800,Medium
TXN-2023-02199,CUST-02432,PROD-0018,REP-0112,2023-11-21,25,7999.00,0.00,199975.00,0.00,199975.00,PayPal,Completed,Direct Sales,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-02200,CUST-02002,PROD-0001,REP-0045,2023-12-21,10,299.00,0.00,2990.00,0.00,2990.00,Wire Transfer,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,Low
TXN-2023-02201,CUST-01479,PROD-0010,REP-0203,2024-12-08,2,999.00,8.00,1998.00,159.84,1838.16,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02202,CUST-00681,PROD-0018,REP-0267,2024-05-13,3,7999.00,5.00,23997.00,1199.85,22797.15,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02203,CUST-01100,PROD-0001,REP-0134,2024-03-02,6,299.00,8.00,1794.00,143.52,1650.48,PayPal,Completed,Partner,Asia-Pacific,SGD,0.7400,Low
TXN-2023-02204,CUST-01273,PROD-0008,REP-0112,2024-09-23,20,2999.00,10.00,59980.00,5998.00,53982.00,Credit Card,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02205,CUST-02450,PROD-0004,REP-0078,2024-02-21,1,5999.00,8.00,5999.00,479.92,5519.08,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-02206,CUST-01759,PROD-0011,REP-0267,2024-12-15,12,199.00,15.00,2388.00,358.20,2029.80,Credit Card,Completed,Partner,Asia-Pacific,SGD,0.7400,Low
TXN-2023-02207,CUST-00364,PROD-0015,REP-0245,2023-08-27,4,4999.00,8.00,19996.00,1599.68,18396.32,Invoice,Completed,Online,North America,CAD,0.7500,High
TXN-2023-02208,CUST-00110,PROD-0010,REP-0156,2024-01-05,3,999.00,5.00,2997.00,149.85,2847.15,Wire Transfer,Completed,Partner,Europe,GBP,1.2700,Low
TXN-2023-02209,CUST-02379,PROD-0004,REP-0203,2023-01-21,25,5999.00,10.00,149975.00,14997.50,134977.50,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02210,CUST-01308,PROD-0003,REP-0289,2024-10-11,2,599.00,0.00,1198.00,0.00,1198.00,Credit Card,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-02211,CUST-01926,PROD-0015,REP-0078,2024-07-17,2,4999.00,0.00,9998.00,0.00,9998.00,Wire Transfer,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,High
TXN-2023-02212,CUST-01921,PROD-0021,REP-0289,2024-01-19,20,299.00,18.00,5980.00,1076.40,4903.60,Wire Transfer,Completed,Partner,North America,CAD,0.7500,High
TXN-2023-02213,CUST-01904,PROD-0011,REP-0045,2023-05-09,20,199.00,8.00,3980.00,318.40,3661.60,Invoice,Completed,Partner,North America,CAD,0.7500,Medium
TXN-2023-02214,CUST-02168,PROD-0015,REP-0267,2023-04-30,2,4999.00,8.00,9998.00,799.84,9198.16,Invoice,Completed,Online,Europe,GBP,1.2700,Medium
TXN-2023-02215,CUST-01978,PROD-0007,REP-0112,2024-03-14,1,8999.00,10.00,8999.00,899.90,8099.10,PayPal,Completed,Partner,Europe,GBP,1.2700,High
TXN-2023-02216,CUST-00159,PROD-0010,REP-0045,2024-09-20,1,999.00,10.00,999.00,99.90,899.10,Wire Transfer,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-02217,CUST-02388,PROD-0012,REP-0134,2023-09-22,1,1499.00,8.00,1499.00,119.92,1379.08,Wire Transfer,Completed,Direct Sales,North America,USD,1.0000,Medium
TXN-2023-02218,CUST-01211,PROD-0007,REP-0156,2023-03-18,2,8999.00,15.00,17998.00,2699.70,15298.30,Invoice,Completed,Direct Sales,North America,USD,1.0000,Low
TXN-2023-02219,CUST-01347,PROD-0008,REP-0112,2024-01-27,2,2999.00,18.00,5998.00,1079.64,4918.36,Wire Transfer,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,Medium
TXN-2023-02220,CUST-02449,PROD-0011,REP-0156,2024-04-04,3,199.00,10.00,597.00,59.70,537.30,PayPal,Completed,Direct Sales,Asia-Pacific,JPY,0.0075,Medium
TXN-2023-02221,CUST-01534,PROD-0003,REP-0289,2024-12-08,5,599.00,10.00,2995.00,299.50,2695.50,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,High
TXN-2023-02222,CUST-00367,PROD-0012,REP-0156,2023-07-09,25,1499.00,8.00,37475.00,2998.00,34477.00,Wire Transfer,Completed,Direct Sales,Europe,GBP,1.2700,Low
TXN-2023-02223,CUST-01386,PROD-0018,REP-0078,2024-08-17,1,7999.00,18.00,7999.00,1439.82,6559.18,Credit Card,Pending,Online,Europe,EUR,1.0800,Medium
TXN-2023-02224,CUST-02553,PROD-0015,REP-0045,2023-12-16,15,4999.00,5.00,74985.00,3749.25,71235.75,PayPal,Completed,Partner,North America,CAD,0.7500,High
TXN-2023-02225,CUST-00523,PROD-0001,REP-0112,2024-12-30,1,299.00,18.00,299.00,53.82,245.18,PayPal,Completed,Direct Sales,North America,CAD,0.7500,Medium
TXN-2023-02226,CUST-02305,PROD-0002,REP-0245,2023-09-15,5,2999.00,5.00,14995.00,749.75,14245.25,Wire Transfer,Completed,Online,North America,USD,1.0000,Low
TXN-2023-02227,CUST-00850,PROD-0011,REP-0078,2024-06-13,5,199.00,0.00,995.00,0.00,995.00,PayPal,Completed,Partner,Europe,GBP,1.2700,Medium
TXN-2023-02228,CUST-00518,PROD-0018,REP-0156,2024-02-13,2,7999.00,18.00,15998.00,2879.64,13118.36,Invoice,Completed,Partner,Europe,GBP,1.2700,Low
TXN-2023-02229,CUST-01512,PROD-0021,REP-0112,2024-09-09,30,299.00,10.00,8970.00,897.00,8073.00,PayPal,Completed,Partner,Europe,GBP,1.2700,Low
TXN-2023-02230,CUST-00824,PROD-0012,REP-0245,2023-01-22,10,1499.00,15.00,14990.00,2248.50,12741.50,Invoice,Completed,Partner,Europe,GBP,1.2700,Medium
TXN-2023-02231,CUST-01832,PROD-0003,REP-0089,2024-06-03,1,599.00,20.00,599.00,119.80,479.20,Invoice,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-02232,CUST-00714,PROD-0001,REP-0289,2024-08-27,1,299.00,0.00,299.00,0.00,299.00,PayPal,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-02233,CUST-01534,PROD-0003,REP-0156,2023-06-12,4,599.00,8.00,2396.00,191.68,2204.32,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-02234,CUST-02059,PROD-0009,REP-0112,2024-10-24,5,99.00,10.00,495.00,49.50,445.50,Credit Card,Completed,Partner,North America,USD,1.0000,High
TXN-2023-02235,CUST-00954,PROD-0001,REP-0245,2023-05-31,1,299.00,15.00,299.00,44.85,254.15,PayPal,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-02236,CUST-02040,PROD-0015,REP-0156,2023-06-01,12,4999.00,0.00,59988.00,0.00,59988.00,Invoice,Completed,Direct Sales,Asia-Pacific,AUD,0.6700,Low
TXN-2023-02237,CUST-02021,PROD-0002,REP-0045,2023-02-14,10,2999.00,15.00,29990.00,4498.50,25491.50,PayPal,Completed,Direct Sales,Europe,EUR,1.0800,Low
TXN-2023-02238,CUST-02311,PROD-0002,REP-0078,2024-02-08,1,2999.00,12.00,2999.00,359.88,2639.12,Wire Transfer,Completed,Partner,North America,CAD,0.7500,High
TXN-2023-02239,CUST-02322,PROD-0007,REP-0267,2023-07-21,30,8999.00,0.00,269970.00,0.00,269970.00,Credit Card,Completed,Online,North America,USD,1.0000,Low
TXN-2023-02240,CUST-01521,PROD-0015,REP-0078,2023-11-22,15,4999.00,0.00,74985.00,0.00,74985.00,Credit Card,Completed,Direct Sales,North America,CAD,0.7500,Low
TXN-2023-02241,CUST-01082,PROD-0002,REP-0245,2024-10-08,3,2999.00,0.00,8997.00,0.00,8997.00,Credit Card,Completed,Partner,Asia-Pacific,SGD,0.7400,Medium
TXN-2023-02242,CUST-02468,PROD-0009,REP-0245,2024-09-27,12,99.00,0.00,1188.00,0.00,1188.00,Invoice,Completed,Direct Sales,North America,CAD,0.7500,High
TXN-2023-02243,CUST-01632,PROD-0008,REP-0289,2023-05-22,2,2999.00,0.00,5998.00,0.00,5998.00,PayPal,Completed,Online,Europe,EUR,1.0800,High
TXN-2023-02244,CUST-01438,PROD-0011,REP-0134,2024-09-18,1,199.00,5.00,199.00,9.95,189.05,Credit Card,Completed,Direct Sales,Europe,EUR,1.0800,High
TXN-2023-02245,CUST-00435,PROD-0018,REP-0203,2024-09-15,5,7999.00,8.00,39995.00,3199.60,36795.40,Wire Transfer,Completed,Partner,Asia-Pacific,SGD,0.7400,High
TXN-2023-02246,CUST-00286,PROD-0010,REP-0245,2023-09-28,1,999.00,0.00,999.00,0.00,999.00,Credit Card,Completed,Online,Europe,EUR,1.0800,Medium
TXN-2023-02247,CUST-02505,PROD-0012,REP-0289,2024-12-01,4,1499.00,12.00,5996.00,719.52,5276.48,PayPal,Completed,Direct Sales,Europe,GBP,1.2700,High
TXN-2023-02248,CUST-01686,PROD-0004,REP-0156,2023-12-28,1,5999.00,0.00,5999.00,0.00,5999.00,Invoice,Completed,Direct Sales,Europe,GBP,1.2700,High
TXN-2023-02249,CUST-01048,PROD-0018,REP-0245,2024-06-12,4,7999.00,15.00,31996.00,4799.40,27196.60,Invoice,Completed,Partner,Asia-Pacific,AUD,0.6700,Medium
TXN-2023-02250,CUST-02008,PROD-0015,REP-0045,2024-07-31,2,4999.00,15.00,9998.00,1499.70,8498.30,Invoice,Completed,Direct Sales,North America,CAD,0.7500,Low
